ID	SENTIMENT	TEXT
135754	negative	This bitch thinked I runied her old ass nike sneakers cus I step on it shit that came like 3 yr ago lol. I didn't step on it btw I was about 
328316	positive	First tweet from my new Windows 7 Phone; a sweet Samsung Focus! 
1329158	neutral	Ahh; I don't care about Paris Hilton arrested ! @user is much much more interesting! ~http  
427178	negative	I think my feng shi bing acting up 
166974	neutral	Black flies are buzzing about southern MI: ~http  
157021	neutral	Microsoft Research; @user; @user... few upcoming topics on Microsoft Talk. Stay tuned! ^AB 
332837	neutral	Thanx u its friday cause if I had to go through another day....u dnt ned to no the rest just no tht much 
1325573	negative	I Hate Math Homework &gt;.&lt; 
1738211	negative	that dame nike is pissin lebron off 
2548436	positive	Long Day at Sony Studios; was fun at the end though:D 
2871285	negative	you black midget bitch ! 
1032540	neutral	2010 Geneva: Audi to Debut A1 E-tron; A8 Hybrid: If the Audi A1 already had you intrigued; you might want to pay c... ~http  
142294	negative	Optimism is Running Low these Days 
3127793	neutral	The issue with the Samsung devices not showing the application in the market has been solved. Please check the... ~http  
1042852	positive	filming final shots for the "To The Van" video tonight..thanks again to all those who came out monday; you rule..see you friday! #changer 
2407017	positive	blessed snow yesterday! crashed my Audi TT RS...oh hum 
2600347	positive	Watching GaGa on The View; she is SO beautiful!@ladygaga 
2436690	negative	Ugh nevea again this shit drawing and she had a nerve and tryina to be smart.. #fuckoff 
2446393	positive	Massage is the best way to relax in this stressful world. Try it today! You'll be glad you did. 
1909925	neutral	arron rodgers tossin da bit like payton manning... 
839517	neutral	Well; my name is Suzie and Gucci thinks I love him. 
1403562	positive	LOVE the #redvelvet donuts at Lemars!  :) 
388647	neutral	News: PlayStation Network outage: Sony investigating credit card security - ComputerAndVideoGames... ~http  
1029392	neutral	Today on #junofreetracks its dubstep from @user + @user courtesy of @user + @user ~http  
2787815	neutral	Interesting...Apple signs with Sony for a cloud music service.  ~http 
127963	positive	Celebs & tots soaking up the sun! ~http  Soon U wont need 2 B on vaca 4 sunshine! Summer shopping here: ~http  
2363490	positive	Our coach sounds like Kanye West; #WIN! 
132802	neutral	The Lighter Car News: Stirling Moss buys wife a Cygnet; Audi to build in US; Adam Carolla ~http 
2414279	negative	Fuck a dollar & a dream? Shoot;I'm asking for a few dollars 4 my dream "Last Breath" ~http  
1566802	neutral	Now on the blog: Gucci by Madonna; Charlize Theron for Dior; Scarl. Johansson; Fendi exhibit &gt; click here ~http  
1799771	neutral	Bobby womack's on the radio singing to me... "if you think you're lonely now..." 
698297	neutral	ORDER MATCHING ENGINE - A MARKET RESEARCH VIA INTE... ~http  
1830835	positive	Love love lovvvvve this#DragU 
2540591	neutral	Why QR Codes Are Here to Stay [OPINION] ~http  via @user @user 
864623	positive	Creating a workshop on citation styles. Does anyone else get as excited as I do researching #APA_Style and #ChicagoManual? 
756836	positive	The movie Dolphin Tale looks so stinkin' cute. I remember when the story came out. Gives you that warm & fuzzy feeling.  
1031337	neutral	Is you're following @user please follow me instead at my new twitter @user 
186113	neutral	check this out! ~http  
1273210	positive	Getting ready to head to Nashville in the morning! Super stoked! 
191855	neutral	Nike Tec Tuff Air Force 1 Deep Burgundy (315122-605): The Nike Air Force 1 Deep Burgundy (315122-605) shoe was c... ~http 
3377884	neutral	Buy cheap oem software online slysoft any dvd converter: Microsoft Office Home the software Business easy to acc... ~http  
1880409	neutral	S/O to @user  #nowfollowing #promo #teammorefollowz #TFB #500ADAY #teamfollowback #teemfollowback #ifollowback #FF 
601790	neutral	Well I'm goin to go zo bye ttyl 
109181	neutral	Learn about the value of Microsoft Virtualization to your business with this new toolkit. Download the ppt to learn more. ~http 
720079	positive	Had a good night lastnight! 
1766137	neutral	#LeBronHairLineThemeSong....Upside Down---Diana Ross :) 
1743154	neutral	Superman&gt; Batman and Spiderman combined 
63007	positive	Thanks RBC!  RBC Heritage in Hilton Head fully sponsored through 2016. 
1892273	neutral	"If you love the Hilton Hawaiian Village so much why don't you Marriott?" -@BajaLime 
2430911	positive	The cd is coming along... Hopefully within the month! 
503996	neutral	FINNA GO WATCH TV WIT MI  MOMMIE AND I DNT THINK IM TOO OLD FOR IT 
840408	positive	these football shirts are dope! we want to be happy after the games!!! 
1326136	positive	Congratulations. 
1415783	negative	Damn it!! I BROKE MY NEW FUCKIN PIECE!! 
1940258	negative	PS3 is in pieces on my floor. Sony suck at TIM application. 
789646	neutral	Costco summary description for Droid Bionic says Samsung Media Hub and Android 2.2 ~http  @user @user #Droid 
2478050	neutral	i need to find my nike boots 
2233512	neutral	Will Microsoft pursue HTC or Nokia in reaction to Google-Motorola?Would they consider being hardware vendor eventually? ~http  
2618297	neutral	Fantabulous Gucci watches; perfumes; dresses and more at ~http  
2134855	negative	#StateFarmWasnttThere wen dat Keyboard Thug got his a** beat AND his computer takin away lol.. #LifeComesAtYouFast #FAIL 
1449791	negative	Hell is filled with people like you. - Chandler Bing #missthatshow 
905813	negative	Valerie isn't even her song I swear if the don't perform something she wrote... #VMA 
2352500	neutral	Check out PEREZ HILTON website...he posted about taylor/kanye incident.... 
1209739	positive	thank you @user for a great dinner! mmm pasta bar #smellslikecack sorry @user had to get it in 
1946169	neutral	Who Needs An API? Powerinbox Adds Google+ Client To Its Email Platform via @user ~http  
40758	neutral	#PSN down again. Jus spoke to Sony and they said it will be bk on vry shortly. Last time I heard that fob off was 21st April. 3 weeks later. 
2508982	positive	Nothing like a brisket taco and coffee to get the day going. 
1273660	neutral	Just posted a photo ~http  
527519	positive	Better johnny...! 
1037483	negative	I Hate When Guys Flash Their Sh*t...I Don't Care! Good For U That You Own A Gucci Belt. Want A Fxcking Award? Its Fake Anyways 
745142	neutral	NP-play ur part 
191734	neutral	Tier Zero Nike Dunk X Questlove (415924-601) & (434245-700) ~http 
1191770	neutral	I just completed the BUTT BUSTER workout with Nike Training Club. Join the club ~http  
1947968	neutral	#FamousLies- it was just sex; it didn't mean anything 
3206730	neutral	Gucci Chane coach purch  Armani Clothing Nike Shoes  Free Shipping ~http  
1416354	neutral	We out here its simple Nike told yall a long time ago 
155090	neutral	New blog post: ~http  - Compliancy Enhancements Whitepaper for Microsoft Dynamics AX 2009 
533100	neutral	found her twitter account.. @user ~.~ aloha 
246014	neutral	#childhoodmemories Tropical Fantasy Soda; Quater Waters; Cleaning Nintendo cartridges w/ alcohol; Reebok Pumps; Cross Colours;Karl Kani; 
1701425	neutral	Whts every1 doin  Rainboez~N~Hoez 
733930	positive	Nothing sounds better than Hilton Head Island right about now.  #ohcarolina 
1353908	negative	Not looking foward to school tomorrow 
1724699	neutral	Can yu say 2011 Nike mag ... I need them @user ..! 
10001	positive	-Your love is the sweetest thing at this point in my life; when u say u love me my heart stop. And when you say that I have all u want. 
2618244	positive	You’ll love the prices on Nike products at ~http  
1214812	neutral	Twee!! Yes Or No Lol 
1773442	positive	Playing Nancy Drew OuO I love these games! 
262402	positive	Just had an intense battle with Microsoft office... And I emerged victorious 
846077	positive	Loving my new Sony Bravia HD tv; picture is immense!! 
2756756	neutral	Smoke Brushes for Photoshop | QBrushes - Photoshop Brushes -... ~http  
636989	negative	everything bout her is fake. eye lashes; hair; nails; gucci purse.. but when i lie "yea lie" and say "im busy" im the bad guy #neverfails 
2132748	neutral	More events to come! ~http  
2085406	positive	My favorite picture of @user taken by me :) ~http  
714356	neutral	★R∈TW∈∈T★ if You want 7 LUCKY FOLLOWERS | #TeamFollowBack #FF | #JOBS LOOK➽ ~http  ☜ #Pharo #SocialMedia #Facebook #500aDay 
636612	neutral	Eu gostei de um vídeo do YouTube -- TUTORIAL: Basic Audio Edit - Sony Vegas ~http  
157196	neutral	There are some things better left unsaid. #Image: super funky/functioning desk at Microsoft HQ Sydney. #startups #sbsca ~http 
1866437	neutral	Balllinq ww myy ucm shirt onn . Who qott somethinq tww sayy ? 
3269708	neutral	Classic! RT@gussilber Breaking News: Paris Hilton to be charged with ambush marketing; because the official FIFA product is Coke. 
2174791	negative	My work PDA is such a shit phone. It won't charge today and I have no battery. Samsung fail. 
176265	neutral	If you ignore your need for rest (in ministry) your going to crash @user 
2473564	negative	worried about a possible gum infection. 
588395	negative	Sooo Bored  omg 
2525867	positive	I'm caught in the rhythms of grace.They overcome all of my ways. Realigning each step every day to live for Your glory. #nonebesideYou 
157967	neutral	I think I should chnge my twitter name n profile its been there since jan 
287808	neutral	New post: What is Microsoft Office 365? ~http  
1444618	neutral	Missed out on MicroSoft stock? I did too...Click On Our Profile Link but now @user @user @user @user 
2005741	neutral	Richboy tour bus coming soon 
1582882	neutral	Why does water continuous fall from the sky? 
106296	neutral	DaUKockyChristmasParty on 3floors 33rd on da 23rd @ 152 Playa Fly; Kocky King; Lil Herb; Montana Trax; D. Whizzle; Lil' Herb's "33" bday 
3276383	neutral	Win a Sony VAIO laptop contest. You can enter by following @user and retweet. ~http  
317893	neutral	First set Fran. Forza! 
777855	neutral	Refocusing this Twitter account on Career and I.T. and Microsoft certification.  Will be weeding out the "network marketing" connections. 
1112853	neutral	Photo: aliejay: ~http  
1688970	negative	have my bangs down; they look dumb tho 
2190507	neutral	“@DirectorShamm: Gucci Gucci Louis Louis Fendi Fendi; Prada!” u like her?? 
3402127	neutral	Here we go; it must be true --&gt; Steve Ballmer On Microsoft Buying Adobe: "No Comment" ~http  
750149	neutral	Check this video out -- Gucci Mane - Lemonade [OFFICIAL VIDEO] ~http  via @user 
376679	neutral	MXF Import QT 2.4 b3 available for download. Final candidate with support for D-MAT; Sony XDCAM proxies and Adobe Cinema DNG. 
2271521	neutral	S/o to em bing goons wildin. I'm on my second Privilege. Fucks shaken out there tho?! 
2391646	positive	LADIES RUN THE WORLD!!!!! THE CLASSY ONES THE ONES THAT HAVE RESPECT FOR THIERSELFS!!!! 
3575305	neutral	69 year old DJ- an Adidas viral initiative? ~http 
2572573	neutral	For TomTheWanted to go on The Cube!! ~http  
1206001	negative	I have to read this dumb book. 
2658627	neutral	Retrosuperfuture 
2432745	neutral	Gabzu. Su nastyrvatibg Winthrop her hold hand!! 
124760	negative	My cuz iz bing a bitch and geting on my fucking nerve 
2591803	positive	Proud to be Scottish right now! 
43636	neutral	Housing Trends eNewsletter for July 2011 ~http  
657011	neutral	For those in the New Orleans area; @user will be speaking on Tiger Tour this Sunday at Hilton Riverside ~http  
2391124	neutral	O2 become the third Irish telecomms to go Android with the release of the Samsung Galaxy Spica today. Watch out... ~http  
1817538	negative	Omg I'm so embarrassed! 
1632901	neutral	IT Security Audit by Microsoft : ~http  
2303410	neutral	Whats Gucci ma nigga; whats Louie my Killa? 
2344453	neutral	Please stop by Larson Audi and donate school supplies to needy families. The school bus will come by on August... ~http  
1666849	neutral	Holla from the bottom; yell it from the rooof @user 
1593165	neutral	Seeking collaborators within Documentary? ~http  @user @user @user @user @user 
159644	neutral	This song with gucci n waka I'm guessing is called get out my lane or ferrarii boys 
493321	negative	That was pretty stupid. 
908484	neutral	I've lived with 4 men that have made it to the nfl. #luckyduck 
3326001	neutral	#np Nasty - Gucci & Future 
2887136	neutral	Top VC Bing Gordon prefers the power of influence over the influence of power. ~http  
1221816	neutral	I wanna go back to SixFlags over in Geaorgia.. 
328318	neutral	Bryan Von Axelson will be in todays Microsoft Partner call. Do not miss it! ~http  
3561908	positive	First run in Nike Free sneaks...not bad 
3045070	neutral	Fresh on nike shoes: 506 Self Improvement Resources 
2482660	neutral	Reading '10 Pre-Press Tips For Perfect Print Publishing' (via @user) ~http  
341559	neutral	In The Car On My Way Tuu School 
2044148	positive	Hooray for engrish. About to watch "The Farty Wife". 
2525959	neutral	Color me shocked... Is Microsoft Working on a New Social Site? - Technology - The Atlantic Wire ~http  
2202640	neutral	You can't just declare yourself into existence. You must craft a story and live it. -Gunther S.  #marketingu 
2155337	positive	Very excited to have &ME in town playing with Damien Ford; Terry Nova and Eric Harary at Studio 21 in Manhattan this Saturday Night 
334421	neutral	Imax Names Sony Exec Jiande Chen to Lead China Division ~http 
3542067	neutral	gucci gucci still trending? well damn 
2802267	negative	Probably broke my back last night and will probably have no eye left by the end of the day!!! #PAIN !!!! 
2405237	neutral	#np Gucci ft. Nicki M.- Girls Kissing Girls 
1660299	neutral	Sometimes you don't understand your friends; especially when t... More for Taurus ~http  
2227473	neutral	The Circuit: Patent reform; Netflix; Samsung and Apple ~http  
248601	neutral	Why Microsoft is Buying Skype for $8 Billion ~http 
2635339	neutral	Psssssssst... ANYTIME;) @user 
3206745	neutral	Armani Clothing  Lacoste Shoes 2011  Armani Jewelry  Gucci Caps  Nike Shoes  Free Shipping & Fashion2011 ~http  
2363698	neutral	VIDEO: New Toy Building Sets ~http  
1901882	neutral	"Taiwan Player JunWei Stream Starcraft II Game": ~http  
1660371	negative	Stupid Internet connection &gt;.&lt; 
1061744	neutral	#ghettodreams is the @user making out of Murray.. 
440368	positive	I'm soo happy 
867918	negative	Maybe I should torture; fight and kill some dogs; then I'll be named athlete of the year and get a multi-million dollar nike contract. 
1495504	neutral	My new thing to do when bored is to look at the #Assembly website at the expenses claims made by AMs #interestingreading #iknowhowsadIam 
1746085	neutral	Get some fam @user 
1935756	neutral	going out with in my adidas jumpa yerrr xx 
1218533	neutral	MENS GUCCI S/S 2010 - SLEEK; CONTEMP; AND GORGE: ~http 
1114969	neutral	just got stopped from singing along to The Bing Bong Song; by Daisy of all people; how does SHE know I can't sing? 
1039667	neutral	The Tie ~http  @user @user 
400741	neutral	Unlock the Samsung Infuse with LOCKPOP ~http  
488740	neutral	Sleeping in high Nike socks&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; 
155070	neutral	New blog post: ~http  - Microsoft Dynamics xRM Partner Readiness Workshops – SYDNEY – October 15-16 
2350185	neutral	says well I m goning to eat a steak  :-P ~http  
1700048	neutral	Lol 404! & 704 next weekend RT @user @user u GUCCI then!!! U in the 252 this weekend or 404 
93472	negative	This sucks on the weekend i need my car most i dont have it ! 
674811	neutral	Download Errthang Gucci --&gt; ~http 
2066181	neutral	Teen sex girls hot videos ~http 
2226656	neutral	Here's a shot of the crowd from The Ex last year. Can you find yourself?? ~http  
60332	positive	“@TheSteffieKayy: @user @user  We looove Gucci Man! We Looove @user!!!!!!” hell yeah! 
1294108	neutral	Any entrepreneurs out there? Check out this article on how to beat the challeneges of looking for full-time jobs ~http  
652167	neutral	trick or treat for unicef tomorrow night. meet @ the union @ 6. 
